GENE	ENSG00000139354	I
GENE	ENSG00000103507	I
GENE	ENSG00000120334	I
GENE	ENSG00000135365	I
GENE	ENSG00000150764	I
GENE	ENSG00000107829	PI
GENE	ENSG00000131069	I
GENE	ENSG00000171872	I
GENE	ENSG00000125434	I
GENE	ENSG00000180628	I
GENE	ENSG00000108344	PI
GENE	ENSG00000196482	I
GENE	ENSG00000150093	I
GENE	ENSG00000125733	I
GENE	ENSG00000112759	I
GENE	ENSG00000130787	PI
GENE	ENSG00000170381	I
GENE	ENSG00000188807	I
GENE	ENSG00000196547	PI
GENE	ENSG00000146757	PG
GENE	ENSG00000183269	L
GENE	ENSG00000184937	I
GENE	ENSG00000126391	I
GENE	ENSG00000171786	M
GENE	ENSG00000183018	PI
GENE	ENSG00000133226	I
GENE	ENSG00000134240	I
GENE	ENSG00000174453	I
GENE	ENSG00000169100	PG
GENE	ENSG00000136918	I
GENE	ENSG00000129116	UL
GENE	ENSG00000168209	M
GENE	ENSG00000204604	PG
GENE	ENSG00000203740	I
GENE	ENSG00000187492	PI
GENE	ENSG00000219607	M
GENE	ENSG00000156011	I
GENE	ENSG00000114857	I
GENE	ENSG00000276566	PI
GENE	ENSG00000170275	PI
GENE	ENSG00000177469	I
GENE	ENSG00000180479	PG
GENE	ENSG00000127863	I
GENE	ENSG00000145451	UL
GENE	ENSG00000119547	M
GENE	ENSG00000110446	PI
GENE	ENSG00000151914	PI
GENE	ENSG00000162599	PI
GENE	ENSG00000127507	PI
GENE	ENSG00000175782	I
GENE	ENSG00000163251	M
GENE	ENSG00000173269	M
GENE	ENSG00000106701	I
GENE	ENSG00000168159	M
GENE	ENSG00000121289	I
GENE	ENSG00000119596	I
GENE	ENSG00000152767	I
GENE	ENSG00000166090	I
GENE	ENSG00000147676	I
GENE	ENSG00000232216	I
GENE	ENSG00000100156	M
GENE	ENSG00000117155	I
GENE	ENSG00000121377	M
GENE	ENSG00000205327	L
GENE	ENSG00000145022	I
GENE	ENSG00000120659	I
GENE	ENSG00000005175	I
GENE	ENSG00000165410	I
GENE	ENSG00000165757	I
GENE	ENSG00000117500	I
GENE	ENSG00000110675	I
GENE	ENSG00000144283	I
GENE	ENSG00000183605	I
GENE	ENSG00000115129	I
GENE	ENSG00000154803	I
GENE	ENSG00000184254	UL
GENE	ENSG00000041515	PI
GENE	ENSG00000124788	PI
GENE	ENSG00000164332	I
GENE	ENSG00000204969	I
GENE	ENSG00000152430	I
GENE	ENSG00000054967	PI
GENE	ENSG00000170231	I
GENE	ENSG00000113492	PI
GENE	ENSG00000159346	UL
GENE	ENSG00000162664	I
GENE	ENSG00000164463	I
GENE	ENSG00000253159	I
GENE	ENSG00000145912	I
GENE	ENSG00000140367	PI
GENE	ENSG00000111186	I
GENE	ENSG00000231738	PI
GENE	ENSG00000120436	M
GENE	ENSG00000104522	L
GENE	ENSG00000254221	I
GENE	ENSG00000254647	I
GENE	ENSG00000197111	I
GENE	ENSG00000109089	M
GENE	ENSG00000211943	I
GENE	ENSG00000204370	I
GENE	ENSG00000153936	PI
GENE	ENSG00000134013	I
GENE	ENSG00000136111	PI
GENE	ENSG00000196628	I
GENE	ENSG00000175866	PI
GENE	ENSG00000267508	PG
GENE	ENSG00000055332	UL
GENE	ENSG00000176749	I
GENE	ENSG00000035681	UL
GENE	ENSG00000241322	I
GENE	ENSG00000112029	I
GENE	ENSG00000257315	I
GENE	ENSG00000118900	I
GENE	ENSG00000204160	PI
GENE	ENSG00000185774	I
GENE	ENSG00000159128	I
GENE	ENSG00000158813	PI
GENE	ENSG00000149451	PI
GENE	ENSG00000130811	I
GENE	ENSG00000137634	PG
GENE	ENSG00000134780	M
GENE	ENSG00000104946	PI
GENE	ENSG00000247746	M
GENE	ENSG00000189431	M
GENE	ENSG00000141576	UL
GENE	ENSG00000124942	I
GENE	ENSG00000117877	M
GENE	ENSG00000140319	PI
GENE	ENSG00000015592	I
GENE	ENSG00000196408	I
GENE	ENSG00000142224	I
GENE	ENSG00000002016	I
GENE	ENSG00000118972	M
GENE	ENSG00000143774	I
GENE	ENSG00000177169	UL
GENE	ENSG00000132376	I
GENE	ENSG00000186889	I
GENE	ENSG00000138166	PI
GENE	ENSG00000177025	M
GENE	ENSG00000100147	I
GENE	ENSG00000129493	UL
GENE	ENSG00000204267	PI
GENE	ENSG00000167526	I
GENE	ENSG00000119431	I
GENE	ENSG00000178694	PI
GENE	ENSG00000131845	M
GENE	ENSG00000103222	PI
GENE	ENSG00000007372	I
GENE	ENSG00000171823	L
GENE	ENSG00000164967	I
GENE	ENSG00000158882	I
GENE	ENSG00000152409	UL
GENE	ENSG00000137463	PI
GENE	ENSG00000117222	I
GENE	ENSG00000108262	I
GENE	ENSG00000151338	I
GENE	ENSG00000100632	I
GENE	ENSG00000102543	I
GENE	ENSG00000188338	UL
GENE	ENSG00000133794	I
GENE	ENSG00000276430	I
GENE	ENSG00000132122	I
GENE	ENSG00000164111	I
GENE	ENSG00000168282	M
